[XFC_DATALOGGER_HEADER];;;;;;;;;;
CULTURE;pt-BR;;;;;;;;;
SOFTWARE_VERSION;V2.1.1;;;;;;;;;
DATETIME;2024-12-25T15:12:28;;;;;;;;;
USERNAME;Novaes Engenharia;;;;;;;;;
CG_NUMBER;CG110C1R00;;;;;;;;;
CONVERTER_ELECTRONICS;IFC050;;;;;;;;;
ELECTRONIC_SERIAL_NUMBER;106479269;;;;;;;;;
LOG_START_TIME;2024-02-05T16:20:36;;;;;;;;;
[XFC_DATALOGGER_DATA];;;;;;;;;;
Time;Operating Time;Current Output A;Counter1 Display IO;Counter 2;Flow Speed;Volume Flow;Mass Flow;Coil Temperature;Conductivity;Diagnosis 1
Time;Operating Time;Current Output A;Counter1 Display IO;Counter 2;Flow Speed;Volume Flow;Mass Flow;Coil Temperature;Conductivity;Diagnosis 1
1420,444135;;;;;;50,0331692;;;;
1420,44774;147430,317;;122819,456;-3,52763777;0,783106446;;50033,1699;1431,53359;203,872956;2,29400015
1420,590275;;;;;;49,819072;;;;
1420,59388;147430,317;;122819,458;-3,52763777;0,781500161;;49819,0704;1434,76394;203,75248;
1420,74771;;;;;;49,7168865;;;;
1420,751315;147430,317;;;-3,52763777;0,782035589;;49716,8873;1435,36953;203,267038;2,29400015
1420,888075;;;;;;49,7509472;;;;
1420,89168;147430,333;;122819,462;-3,52763777;0,782494545;;49750,9483;1434,76394;202,844907;
1421,04359;;;;;;49,7801464;;;;
1421,047195;147430,333;;122819,464;;0,781117737;;49780,1479;1434,76394;202,477854;2,29400015
1421,19357;;;;;;49,6925589;;;;
1421,197175;147430,333;;122819,466;-3,52763777;0,779435039;;49692,5594;1434,76394;202,543009;
1421,344035;;;;;;49,5855086;;;;
1421,34764;;;122819,468;-3,52763777;0,779817462;;49585,508;1434,76394;202,272609;2,29400015
1421,499545;;;;;;49,6098362;;;;
1421,50315;147430,333;;122819,471;-3,52763777;0,782571018;;49609,8358;1434,76394;202,037469;
1421,63895;;;;;;49,7850113;;;;
1421,642315;147430,333;;122819,473;-3,52763777;0,78578347;;49785,0128;1434,76394;201,833006;2,29400015
1421,796625;;;;;;49,9893788;;;;
1421,79999;147430,333;;122819,475;-3,52763777;0,786854267;;49989,3791;1434,76394;201,886985;
1421,94036;;;;;;50,0575002;;;;
1421,943965;147430,35;;;-3,52763777;0,785171568;;50057,5012;1434,76394;202,397816;2,29400015
1422,09515;;;;;;49,9504499;;;;
1422,098755;147430,35;;122819,479;-3,52763777;0,782876968;;49950,4498;1434,76394;202,842727;
1422,25066;;;;;;49,804474;;;;
1422,254265;147430,35;;122819,481;;0,782571018;;49804,4724;1431,53359;203,229636;2,29400015
1422,400405;;;;;;49,7850113;;;;
1422,40401;;;122819,483;-3,52763777;0,786624849;;49785,0128;1434,15823;203,714408;
1422,535965;;;;;;50,0429057;;;;
1422,53957;147430,35;;122819,485;-3,52763777;0,790908098;;50042,9066;1435,36953;203,501061;2,29400015
1422,689075;;;;;;50,3153946;;;;
1422,69244;147430,35;;122819,487;-3,52763777;0,786930799;;50315,395;1434,76394;203,315541;
1422,846265;;;;;;50,0623684;;;;
1422,84987;147430,35;;122819,489;-3,52763777;0,780429363;;50062,3695;1430,928;203,154199;2,29400015
1422,992405;;;;;;49,6487651;;;;
1422,99577;147430,367;;122819,491;-3,52763777;0,782265067;;49648,7652;1434,76394;202,904586;
1423,147675;;;;;;49,7655485;;;;
1423,15128;147430,367;;;-3,52763777;0,786930799;;49765,5499;1430,928;202,958211;2,29400015
1423,288525;;;;;;50,0623684;;;;
1423,29213;147430,367;;122819,495;;0,788842976;;50062,3695;1434,76394;203,004926;
1423,43586;;;;;;50,1840167;;;;
1423,43947;147430,367;;122819,498;-3,52763777;0,790296197;;50184,0157;1430,928;203,045551;2,29400015
1423,58873;;;;;;50,2764657;;;;
1423,592335;;;122819,5;-3,52763777;0,789684296;;50276,4656;1434,76394;203,319266;
1423,741835;;;;;;50,2375368;;;;
1423,7452;147430,367;;122819,502;-3,52763777;0,788995922;;50237,5362;1431,53359;203,13561;2,29400015
1423,894945;;;;;;50,1937464;;;;
1423,89855;147430,367;;122819,504;-3,52763777;0,79067862;;50193,7454;1434,76394;202,975906;
1424,03844;;;;;;50,3007933;;;;
1424,041805;147430,383;;122819,506;-3,52763777;0,791596472;;50300,7935;1434,76394;202,83699;2,29400015
1424,198035;;;;;;50,359185;;;;
1424,20164;147430,383;;;-3,52763777;0,790219724;;50359,1858;1435,36953;202,233735;
1424,336;;;;;;50,2716009;;;;
1424,339605;147430,383;;122819,51;-3,52763777;0,788001597;;50271,6007;1435,36953;201,576483;2,29400015
1424,493435;;;;;;50,1304898;;;;
1424,49704;147430,383;;122819,512;;0,785171568;;50130,4882;1434,76394;201,004948;
1424,64053;;;;;;49,9504499;;;;
1424,64414;147430,383;;122819,514;-3,52763777;0,783641815;;49950,4498;1434,15823;200,507957;2,29400015
1424,79388;;;;;;49,8531327;;;;
1424,797485;;;122819,516;-3,52763777;0,785095096;;49853,1315;1434,76394;200,9001;
1424,946505;;;;;;49,9455851;;;;
1424,95011;147430,4;;122819,519;-3,52763777;0,787542701;;49945,5849;1434,76394;200,247765;2,29400015
1425,08856;;;;;;50,1012973;;;;
1425,092165;147430,4;;122819,521;-3,52763777;0,789148927;;50101,2989;1434,76394;199,680477;
1425,24359;;;;;;50,2034795;;;;
1425,247195;147430,4;;122819,523;-3,52763777;0,789913774;;50203,4786;1434,76394;199,187193;2,29400015
1425,389485;;;;;;50,2521381;;;;
1425,39309;147430,4;;;-3,52763777;0,79182595;;50252,1378;1434,15823;199,885443;
1425,54115;;;;;;50,373783;;;;
1425,544755;147430,4;;122819,527;-3,52763777;0,795344353;;50373,7839;1435,36953;200,466495;2,29400015
1425,698825;;;;;;50,5976167;;;;
1425,70243;147430,4;;122819,529;;0,796644628;;50597,6166;1434,76394;200,971738;
1425,845925;;;;;;50,680336;;;;
1425,84929;147430,417;;122819,531;-3,52763777;0,793202698;;50680,3368;1435,36953;201,411098;2,29400015
1425,99879;;;;;;50,4613705;;;;
1426,002395;;;122819,533;-3,52763777;0,789760828;;50461,3689;1435,36953;200,997293;
1426,15166;;;;;;50,2424084;;;;
1426,155265;147430,417;;122819,535;-3,52763777;0,78807807;;50242,408;1430,928;200,910568;2,29400015
1426,292745;;;;;;50,1353547;;;;
1426,296355;147430,417;;122819,537;-3,52763777;0,786012948;;50135,3531;1434,15823;200,835131;
1426,43744;;;;;;50,0039767;;;;
1426,44105;147430,417;;122819,539;-3,52763777;0,785936415;;50003,9772;1430,32241;200,769529;2,29400015
1426,595115;;;;;;49,9991085;;;;
1426,59872;147430,417;;;-3,52763777;0,78807807;;49999,1089;1434,15823;201,644171;
1426,74702;;;;;;50,1353547;;;;
1426,75063;147430,417;;122819,544;-3,52763777;0,78807807;;50135,3531;1434,76394;202,236623;2,29400015
1426,904455;;;;;;50,1353547;;;;
1426,90806;147430,433;;122819,546;;0,785248041;;50135,3531;1434,15823;202,75183;
1427,051795;;;;;;49,9553148;;;;
1427,0554;;;122819,548;-3,52763777;0,784789145;;49955,3146;1434,76394;203,199834;2,29400015
1427,18928;;;;;;49,9261223;;;;
1427,193125;147430,433;;122819,55;-3,52763777;0,787007272;;49926,1219;1434,76394;203,352347;
1427,340705;;;;;;50,0672333;;;;
1427,34407;147430,433;;122819,552;-3,52763777;0,787619174;;50067,2344;1435,36953;203,556009;2,29400015
1427,4866;;;;;;50,1061622;;;;
1427,490205;147430,433;;122819,554;-3,52763777;0,786701322;;50106,1638;1434,76394;203,733109;
1427,644275;;;;;;50,0477705;;;;
1427,64788;147430,433;;;-3,52763777;0,784406722;;50047,7715;1435,36953;203,887112;2,29400015
1427,785365;;;;;;49,9017946;;;;
1427,78873;147430,433;;122819,558;-3,52763777;0,781729639;;49901,7941;1434,76394;204,293765;
1427,940635;;;;;;49,7314844;;;;
1427,94424;147430,45;;122819,56;;0,781959116;;49731,4854;1434,76394;204,059668;2,29400015
1428,09038;;;;;;49,7460824;;;;
1428,093745;147430,45;;122819,562;-3,52763777;0,785171568;;49746,0835;1434,76394;203,856118;
1428,24108;;;;;;49,9504499;;;;
1428,24469;;;122819,564;-3,52763777;0,787313223;;49950,4498;1434,76394;203,679092;2,29400015
1428,396355;;;;;;50,0866961;;;;
1428,39996;147430,45;;122819,567;-3,52763777;0,785706997;;50086,6974;1434,76394;203,48493;
1428,53576;;;;;;49,984514;;;;
1428,539365;147430,45;;122819,569;-3,52763777;0,784177244;;49984,5142;1434,15823;203,236043;2,29400015
1428,693435;;;;;;49,8871934;;;;
1428,69704;147430,45;;122819,571;-3,52763777;0,785630524;;49887,1925;1430,928;203,019604;
1428,83741;;;;;;49,9796491;;;;
1428,840775;147430,45;;;-3,52763777;0,786395371;;49979,6494;1434,76394;202,831384;2,29400015
1428,99172;;;;;;50,0283044;;;;
1428,995085;147430,467;;122819,575;-3,52763777;0,785859942;;50028,3051;1434,76394;202,682223;
1429,14699;;;;;;49,9942437;;;;
1429,150595;147430,467;;122819,577;;0,786624849;;49994,244;1434,76394;202,902239;2,29400015
1429,29673;;;;;;50,0429057;;;;
1429,300335;147430,467;;122819,579;-3,52763777;0,788689971;;50042,9066;1435,36953;203,093812;
1429,447675;;;;;;50,1742836;;;;
1429,45128;;;122819,581;-3,52763777;0,792131901;;50174,2825;1434,76394;203,259904;2,29400015
1429,58492;;;;;;50,3932491;;;;
1429,588765;147430,467;;122819,583;-3,52763777;0,793661654;;50393,2503;1434,76394;203,813612;
1429,742115;;;;;;50,4905663;;;;
1429,74572;147430,467;;122819,585;-3,52763777;0,791443527;;50490,5651;1434,76394;203,998443;2,29400015
1429,88849;;;;;;50,3494553;;;;
1429,891855;147430,483;;122819,587;-3,52763777;0,788766444;;50349,456;1434,76394;204,15917;
1430,04376;;;;;;50,1791485;;;;
1430,047365;147430,483;;;-3,52763777;0,786701322;;50179,1473;1434,76394;204,298925;2,29400015
1430,19783;;;;;;50,0477705;;;;
1430,201435;147430,483;;122819,592;-3,52763777;0,788001597;;50047,7715;1435,36953;204,420462;
1430,35382;;;;;;50,1304898;;;;
1430,357185;147430,483;;122819,594;;0,792667329;;50130,4882;1430,928;203,865767;2,29400015
1430,485535;;;;;;50,4273098;;;;
1430,489145;;;122819,596;-3,52763777;0,793738127;;50427,3113;1434,76394;203,382745;
1430,638885;;;;;;50,4954312;;;;
1430,64249;147430,483;;122819,598;-3,52763777;0,792131901;;50495,43;1434,76394;202,963986;2,29400015
1430,792475;;;;;;50,3932491;;;;
1430,79608;147430,483;;122819,6;-3,52763777;0,790602148;;50393,2503;1434,76394;203,742124;
1430,935725;;;;;;50,2959285;;;;
1430,93933;147430,5;;122819,602;-3,52763777;0,787083745;;50295,9286;1434,76394;203,624014;2,29400015
1431,095805;;;;;;50,0720982;;;;
1431,09941;147430,5;;;-3,52763777;0,78578347;;50072,0993;1434,76394;203,521289;
1431,23473;;;;;;49,9893788;;;;
1431,238335;147430,5;;122819,606;-3,52763777;0,788537025;;49989,3791;1434,76394;203,431956;2,29400015
1431,391925;;;;;;50,1645505;;;;
1431,39553;147430,5;;122819,608;;0,790908098;;50164,5493;1434,76394;203,04203;
1431,539745;;;;;;50,3153946;;;;
1431,54311;147430,5;;122819,61;-3,52763777;0,789301872;;50315,395;1430,928;202,742498;2,29400015
1431,69285;;;;;;50,2132092;;;;
1431,696455;;;122819,613;-3,52763777;0,785477519;;50213,2084;1434,15823;202,482026;
1431,84548;;;;;;49,969916;;;;
1431,849085;147430,5;;122819,615;-3,52763777;0,785324574;;49969,9162;1434,76394;202,25551;2,29400015
1431,98705;;;;;;49,9601863;;;;
1431,990655;147430,517;;122819,617;-3,52763777;0,787848651;;49960,1864;1437,79214;202,718973;
1432,14184;;;;;;50,1207601;;;;
1432,145445;147430,517;;122819,619;-3,52763777;0,787619174;;50120,7584;1434,76394;202,325527;2,29400015
1432,287495;;;;;;50,1061622;;;;
1432,2911;147430,517;;;-3,52763777;0,786854267;;50106,1638;1434,76394;201,983415;
1432,4394;;;;;;50,0575002;;;;
1432,443005;147430,517;;122819,623;-3,52763777;0,789378345;;50057,5012;1434,76394;201,685894;2,29400015
1432,597315;;;;;;50,218074;;;;
1432,60092;147430,517;;122819,625;;0,789301872;;50218,0733;1434,15823;202,11814;
1432,744895;;;;;;50,2132092;;;;
1432,7485;147430,517;;122819,627;-3,52763777;0,787466168;;50213,2084;1431,53359;202,531628;2,29400015
1432,898;;;;;;50,0964258;;;;
1432,901605;;;122819,629;-3,52763777;0,789607823;;50096,4272;1430,928;202,891175;
1433,05135;;;;;;50,2326719;;;;
1433,054715;147430,533;;122819,631;-3,52763777;0,792743802;;50232,6714;1435,36953;203,204248;2,29400015
1433,1922;;;;;;50,4321747;;;;
1433,196045;147430,533;;122819,633;-3,52763777;0,795344353;;50432,1762;1430,32241;203,756746;
1433,336655;;;;;;50,5976167;;;;
1433,34026;147430,533;;122819,635;-3,52763777;0,79412055;;50597,6166;1434,76394;203,710385;2,29400015
1433,49433;;;;;;50,5197588;;;;
1433,497935;147430,533;;;-3,52763777;0,787313223;;50519,7578;1434,15823;203,670077;
1433,646235;;;;;;50,0866961;;;;
1433,64984;147430,533;;122819,64;-3,52763777;0,784330189;;50086,6974;1434,15823;203,635022;2,29400015
1433,80391;;;;;;49,8969231;;;;
1433,807515;147430,533;;122819,642;;0,78838402;;49896,9223;1430,928;203,111414;
1433,951245;;;;;;50,1548175;;;;
1433,95485;;;122819,644;-3,52763777;0,791061103;;50154,8161;1434,15823;202,973075;2,29400015
1434,08801;;;;;;50,3251277;;;;
1434,091615;147430,55;;122819,646;-3,52763777;0,788537025;;50325,1282;1434,76394;202,852767;
1434,239195;;;;;;50,1645505;;;;
1434,2428;147430,55;;122819,648;-3,52763777;0,78379482;;50164,5493;1434,76394;202,747993;2,29400015
1434,385815;;;;;;49,8628657;;;;
1434,38942;147430,55;;122819,65;-3,52763777;0,782571018;;49862,8647;1434,76394;202,245042;
1434,542765;;;;;;49,7850113;;;;
1434,54637;147430,55;;122819,652;-3,52763777;0,785553992;;49785,0128;1434,15823;202,638209;2,29400015
1434,70068;;;;;;49,9747809;;;;
1434,704285;147430,55;;;-3,52763777;0,784789145;;49974,781;1430,928;202,980079;
1434,838885;;;;;;49,9261223;;;;
1434,84249;147430,567;;122819,656;;0,781959116;;49926,1219;1434,76394;203,277376;2,29400015
1434,98863;;;;;;49,7460824;;;;
1434,991995;147430,567;;122819,658;-3,52763777;0,783947766;;49746,0835;1434,76394;204,002932;
1435,13933;;;;;;49,8725954;;;;
1435,14294;;;122819,661;-3,52763777;0,785859942;;49872,5945;1434,76394;204,200745;2,29400015
1435,295085;;;;;;49,9942437;;;;
1435,29845;147430,567;;122819,663;-3,52763777;0,786854267;;49994,244;1434,76394;204,372723;
1435,43425;;;;;;50,0575002;;;;
1435,437855;147430,567;;122819,665;-3,52763777;0,787389696;;50057,5012;1434,76394;204,522293;2,29400015
1435,591925;;;;;;50,0915609;;;;
1435,59553;147430,567;;122819,667;-3,52763777;0,785859942;;50091,5623;1430,32241;204,834659;
1435,73662;;;;;;49,9942437;;;;
1435,740225;147430,567;;;-3,52763777;0,784942091;;49994,244;1434,76394;205,229167;2,29400015
1435,89045;;;;;;49,935852;;;;
1435,894055;147430,583;;122819,671;-3,52763777;0,783106446;;49935,8517;1434,76394;205,572248;
1436,0462;;;;;;49,819072;;;;
1436,049565;147430,583;;122819,673;;0,780505836;;49819,0704;1431,53359;205,870569;2,29400015
1436,1957;;;;;;49,65363;;;;
1436,199305;147430,583;;122819,675;-3,52763777;0,780276418;;49653,6301;1434,76394;205,904227;
1436,346885;;;;;;49,6390354;;;;
1436,35073;;;122819,677;-3,52763777;0,782723963;;49639,0354;1435,36953;205,663033;2,29400015
1436,48437;;;;;;49,794741;;;;
1436,487975;147430,583;;122819,679;-3,52763777;0,785477519;;49794,7426;1434,15823;205,453318;
1436,641565;;;;;;49,969916;;;;
1436,64517;147430,583;;122819,681;-3,52763777;0,78578347;;49969,9162;1434,15823;205,270946;2,29400015
1436,78746;;;;;;49,9893788;;;;
1436,791305;147430,583;;122819,683;-3,52763777;0,787007272;;49989,3791;1434,15823;204,493776;
1436,94273;;;;;;50,0672333;;;;
1436,946335;147430,6;;;-3,52763777;0,791061103;;50067,2344;1434,76394;204,470083;2,29400015
1437,098005;;;;;;50,3251277;;;;
1437,10161;147430,6;;122819,688;-3,52763777;0,79152;;50325,1282;1434,76394;204,449426;
1437,253515;;;;;;50,3543202;;;;
1437,25712;147430,6;;122819,69;;0,789148927;;50354,3209;1435,36953;204,431508;2,29400015
1437,38547;;;;;;50,2034795;;;;
1437,389075;;;122819,692;-3,52763777;0,788995922;;50203,4786;1430,928;204,456989;
1437,538095;;;;;;50,1937464;;;;
1437,5417;147430,6;;122819,694;-3,52763777;0,787542701;;50193,7454;1434,15823;204,989798;2,29400015
1437,691445;;;;;;50,1012973;;;;
1437,69505;147430,6;;122819,696;-3,52763777;0,783106446;;50101,2989;1434,15823;205,453113;
1437,83518;;;;;;49,819072;;;;
1437,838785;147430,6;;122819,698;-3,52763777;0,782418013;;49819,0704;1434,76394;205,856003;2,29400015
1437,995495;;;;;;49,7752782;;;;
1437,9991;147430,617;;;-3,52763777;0,784865618;;49775,2796;1434,76394;205,770563;
1438,13418;;;;;;49,9309871;;;;
1438,13779;147430,617;;122819,702;-3,52763777;0,783641815;;49930,9868;1434,76394;205,737855;2,29400015
1438,291855;;;;;;49,8531327;;;;
1438,29546;147430,617;;122819,704;;0,782112062;;49853,1315;1434,76394;205,709357;
1438,439195;;;;;;49,7558121;;;;
1438,4428;147430,617;;122819,706;-3,52763777;0,783259392;;49755,8132;1434,76394;205,684602;2,29400015
1438,592545;;;;;;49,828805;;;;
1438,59615;;;122819,708;-3,52763777;0,784024239;;49828,8036;1434,76394;204,872359;
1438,74517;;;;;;49,8774603;;;;
1438,748775;147430,617;;122819,711;-3,52763777;0,786624849;;49877,4593;1434,76394;204,960536;2,29400015
1438,88722;;;;;;50,0429057;;;;
1438,890825;147430,617;;122819,713;-3,52763777;0,79067862;;50042,9066;1430,928;205,037221;
1439,042975;;;;;;50,3007933;;;;
1439,04658;147430,633;;122819,715;-3,52763777;0,789072394;;50300,7935;1434,76394;205,103867;2,29400015
1439,18911;;;;;;50,1986112;;;;
1439,192475;147430,633;;;-3,52763777;0,785936415;;50198,6103;1430,928;204,535406;
1439,340775;;;;;;49,9991085;;;;
1439,34438;147430,633;;122819,719;-3,52763777;0,786854267;;49999,1089;1430,928;204,892009;2,29400015
1439,49821;;;;;;50,0575002;;;;
1439,501815;147430,633;;122819,721;;0,787925124;;50057,5012;1430,928;205,202103;
1439,64579;;;;;;50,125625;;;;
1439,649395;147430,633;;122819,723;-3,52763777;0,786471844;;50125,6233;1435,36953;205,471739;2,29400015
1439,798895;;;;;;50,0331692;;;;
1439,8025;;;122819,725;-3,52763777;0,783641815;;50033,1699;1435,36953;205,24241;
1439,939985;;;;;;49,8531327;;;;
1439,94359;147430,633;;122819,727;-3,52763777;0,782571018;;49853,1315;1435,36953;204,93228;2,29400015
1440,086125;;;;;;49,7850113;;;;
1440,08973;147430,65;;122819,729;-3,52763777;0,783029914;;49785,0128;1435,36953;204,662196;
1440,236345;;;;;;49,8142038;;;;
1440,23995;147430,65;;;-3,52763777;0,784177244;;49814,2021;1434,76394;204,428062;2,29400015
1440,390655;;;;;;49,8871934;;;;
1440,39426;147430,65;;122819,733;-3,52763777;0,784942091;;49887,1925;1434,15823;204,798654;
1440,552415;;;;;;49,935852;;;;
1440,55602;147430,65;;122819,736;;0,78463614;;49935,8517;1434,76394;204,450712;2,29400015
1440,68413;;;;;;49,9163892;;;;
1440,687735;147430,65;;122819,737;-3,52763777;0,785171568;;49916,3887;1434,15823;204,149056;
1440,848055;;;;;;49,9504499;;;;
1440,85166;147430,667;;122819,74;-3,52763777;0,787083745;;49950,4498;1434,76394;203,88633;2,29400015
1440,989865;;;;;;50,0720982;;;;
1440,99347;147430,667;;122819,742;-3,52763777;0,788231075;;50072,0993;1431,53359;203,811992;
1441,13985;;;;;;50,1450878;;;;
1441,143455;;;122819,744;-3,52763777;0,789072394;;50145,0863;1431,53359;203,589574;2,29200006
1441,292715;;;;;;50,1986112;;;;
1441,29632;147430,667;;;-3,52763777;0,789837301;;50198,6103;1434,76394;203,396156;
1441,43765;;;;;;50,2472732;;;;
1441,441255;147430,667;;122819,748;;0,786930799;;50247,2729;1434,76394;203,227978;2,29400015
1441,587875;;;;;;50,0623684;;;;
1441,59124;147430,667;;122819,75;-3,52763777;0,783106446;;50062,3695;1431,53359;204,223469;
1441,73377;;;;;;49,819072;;;;
1441,737375;147430,667;;122819,752;-3,52763777;0,784559667;;49819,0704;1431,53359;203,888677;2,29400015
1441,88712;;;;;;49,9115244;;;;
1441,890725;147430,683;;122819,754;-3,52763777;0,788231075;;49911,5238;1434,76394;203,598421;
1442,03734;;;;;;50,1450878;;;;
1442,040945;147430,683;;122819,756;-3,52763777;0,788231075;;50145,0863;1434,76394;203,345641;2,29400015
1442,18348;;;;;;50,1450878;;;;
1442,187085;147430,683;;;-3,52763777;0,78463614;;50145,0863;1434,76394;203,56521;
1442,341875;;;;;;49,9163892;;;;
1442,34548;147430,683;;122819,761;-3,52763777;0,781653166;;49916,3887;1434,76394;202,69271;2,29400015
1442,49931;;;;;;49,7266196;;;;
1442,502915;147430,683;;122819,763;;0,783871293;;49726,6205;1434,76394;201,934017;
1442,63559;;;;;;49,8677306;;;;
1442,639195;;;122819,765;-3,52763777;0,78463614;;49867,7296;1434,76394;201,27425;2,29400015
1442,79086;;;;;;49,9163892;;;;
1442,794465;147430,683;;122819,767;-3,52763777;0,782188594;;49916,3887;1434,15823;202,144682;
1442,93676;;;;;;49,7606836;;;;
1442,940365;147430,7;;122819,769;-3,52763777;0,784253716;;49760,685;1438,39785;202,019867;2,29400015
1443,083855;;;;;;49,8920582;;;;
1443,08722;147430,7;;122819,771;-3,52763777;0,787007272;;49892,0574;1430,928;201,911349;
1443,245615;;;;;;50,0672333;;;;
1443,249225;147430,7;;;-3,52763777;0,785477519;;50067,2344;1434,76394;201,816969;2,2900002
1443,385985;;;;;;49,969916;;;;
1443,38959;147430,7;;122819,775;;0,782800496;;49969,9162;1434,76394;202,386901;
1443,539815;;;;;;49,7996092;;;;
1443,54342;147430,7;;122819,777;-3,52763777;0,782723963;;49799,6109;1435,36953;202,852171;2,29200006
1443,69292;;;;;;49,794741;;;;
1443,696525;147430,7;;122819,779;-3,52763777;0,78348887;;49794,7426;1434,76394;203,256756;
1443,83906;;;;;;49,843403;;;;
1443,842665;147430,717;;122819,781;-3,52763777;0,784024239;;49843,4017;1434,76394;203,608572;2,29400015
1443,985435;;;;;;49,8774603;;;;
1443,98904;147430,717;;122819,783;-3,52763777;0,784559667;;49877,4593;1434,76394;204,722211;
1444,14888;;;;;;49,9115244;;;;
1444,152485;;;;-3,52763777;0,785706997;;49911,5238;1434,76394;205,089003;2,29400015
1444,285885;;;;;;49,984514;;;;
1444,28949;147430,717;;122819,787;-3,52763777;0,788001597;;49984,5142;1435,36953;205,408409;
1444,447645;;;;;;50,1304898;;;;
1444,45125;147430,717;;122819,79;;0,789837301;;50130,4882;1434,15823;205,685347;2,29200006
1444,597385;;;;;;50,2472732;;;;
1444,60099;147430,717;;122819,792;-3,52763777;0,791290522;;50247,2729;1435,36953;205,05907;
1444,73319;;;;;;50,3397223;;;;
1444,736795;147430,717;;122819,794;-3,52763777;0,790602148;;50339,7228;1434,15823;204,471275;2,29400015
1444,886295;;;;;;50,2959285;;;;
1444,8899;147430,733;;122819,796;-3,52763777;0,788766444;;50295,9286;1435,36953;203,960165;
1445,03676;;;;;;50,1791485;;;;
1445,040365;147430,733;;122819,798;-3,52763777;0,788537025;;50179,1473;1434,76394;203,515701;2,29400015
1445,196115;;;;;;50,1645505;;;;
1445,19996;147430,733;;;-3,52763777;0,789684296;;50164,5493;1435,36953;203,597192;
1445,34081;;;;;;50,2375368;;;;
1445,344415;147430,733;;122819,802;-3,52763777;0,791443527;;50237,5362;1434,76394;203,290153;2,29400015
1445,498245;;;;;;50,3494553;;;;
1445,50161;147430,733;;122819,804;;0,790984571;;50349,456;1430,928;203,022808;
1445,652795;;;;;;50,3202595;;;;
1445,6564;;;122819,807;-3,52763777;0,788231075;;50320,2599;1434,76394;202,79102;2,29400015
1445,79004;;;;;;50,1450878;;;;
1445,793645;147430,733;;122819,808;-3,52763777;0,786701322;;50145,0863;1434,76394;202,60362;
1445,935695;;;;;;50,0477705;;;;
1445,9393;147430,75;;122819,81;-3,52763777;0,786318898;;50047,7715;1434,76394;202,466026;2,29400015
1446,09361;;;;;;50,0234395;;;;
1446,097215;147430,75;;122819,813;-3,52763777;0,786777794;;50023,4402;1435,36953;202,34637;
1446,24335;;;;;;50,0526354;;;;
1446,246715;147430,75;;;-3,52763777;0,787542701;;50052,6363;1431,53359;202,242322;2,29400015
1446,38372;;;;;;50,1012973;;;;
1446,387085;147430,75;;122819,817;;0,786777794;;50101,2989;1435,36953;202,014726;
1446,53707;;;;;;50,0526354;;;;
1446,540675;147430,75;;122819,819;-3,52763777;0,787925124;;50052,6363;1434,15823;202,71929;2,29400015
1446,690415;;;;;;50,125625;;;;
1446,69402;147430,75;;122819,821;-3,52763777;0,789837301;;50125,6233;1435,36953;203,331951;
1446,836315;;;;;;50,2472732;;;;
1446,83992;147430,767;;122819,823;-3,52763777;0,787466168;;50247,2729;1430,928;203,864705;2,29200006
1446,99591;;;;;;50,0964258;;;;
1446,999515;;;122819,825;-3,52763777;0,784330189;;50096,4272;1434,76394;204,416644;
1447,141805;;;;;;49,8969231;;;;
1447,14541;147430,767;;122819,827;-3,52763777;0,786701322;;49896,9223;1434,76394;204,414167;2,29400015
1447,30044;;;;;;50,0477705;;;;
1447,30405;147430,767;;;-3,52763777;0,792820275;;50047,7715;1434,76394;204,412006;
1447,444895;;;;;;50,4370395;;;;
1447,4485;147430,767;;122819,831;;0,795114875;;50437,0411;1435,36953;204,410143;2,29400015
1447,59464;;;;;;50,5830154;;;;
1447,598245;147430,767;;122819,834;-3,52763777;0,790984571;;50583,0151;1434,76394;204,37872;
1447,740295;;;;;;50,3202595;;;;
1447,7439;147430,767;;122819,836;-3,52763777;0,784712672;;50320,2599;1430,928;204,968415;2,29400015
1447,893885;;;;;;49,9212574;;;;
1447,89749;147430,783;;122819,838;-3,52763777;0,784100771;;49921,257;1434,76394;205,481928;
1448,040985;;;;;;49,8823285;;;;
1448,04459;147430,783;;122819,84;-3,52763777;0,785859942;;49882,3277;1434,76394;205,927752;2,29400015
1448,18664;;;;;;49,9942437;;;;
1448,190245;147430,783;;;-3,52763777;0,782723963;;49994,244;1434,76394;205,328465;
1448,345035;;;;;;49,794741;;;;
1448,34864;;;122819,844;-3,52763777;0,781729639;;49794,7426;1434,76394;205,095634;2,29400015
1448,4979;;;;;;49,7314844;;;;
1448,501505;147430,783;;122819,846;;0,784177244;;49731,4854;1435,36953;204,893164;
1448,634185;;;;;;49,8871934;;;;
1448,63755;147430,783;;122819,848;-3,52763777;0,784100771;;49887,1925;1434,76394;204,717088;2,29400015
1448,7933;;;;;;49,8823285;;;;
1448,797145;147430,783;;122819,85;-3,52763777;0,784253716;;49882,3277;1435,36953;204,471815;
1448,939195;;;;;;49,8920582;;;;
1448,942805;147430,8;;122819,852;-3,52763777;0,787695646;;49892,0574;1434,15823;204,302669;2,29400015
1449,084855;;;;;;50,1110271;;;;
1449,08846;147430,8;;122819,854;-3,52763777;0,792284906;;50111,0287;1434,76394;204,155594;
1449,23628;;;;;;50,4029822;;;;
